,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,label
6616,0.5,0.5,0.5,0.49,0.48,0.53,0.58,0.4,0.48,0.42,0.42,0.43,0.42,0.43,0.42,0.42,0.45,0.43,0.46,0
6617,0.51,0.5,0.5,0.58,0.49,0.53,0.59,0.48,0.4,0.42,0.41,0.42,0.41,0.42,0.41,0.41,0.44,0.42,0.44,0
6618,0.51,0.5,0.5,0.49,0.47,0.53,0.61,0.43,0.47,0.42,0.4,0.4,0.4,0.41,0.4,0.4,0.39,0.4,0.42,0
6619,0.5,0.5,0.5,0.49,0.47,0.53,0.64,0.33,0.32,0.4,0.37,0.37,0.37,0.37,0.37,0.37,0.34,0.37,0.4,0
6620,0.51,0.5,0.5,0.49,0.48,0.3,0.64,0.42,0.37,0.4,0.36,0.36,0.36,0.36,0.36,0.36,0.34,0.36,0.39,0
6621,0.5,0.5,0.5,0.49,0.47,0.3,0.66,0.39,0.35,0.38,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.38,0
6622,0.51,0.5,0.5,0.49,0.46,0.53,0.68,0.26,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.31,0.33,0.37,0
6623,0.5,0.5,0.5,0.49,0.48,0.3,0.69,0.33,0.31,0.29,0.32,0.32,0.32,0.31,0.32,0.32,0.32,0.32,0.35,0
6624,0.49,0.5,0.5,0.5,0.51,0.53,0.59,0.66,0.41,0.39,0.42,0.42,0.42,0.4,0.42,0.42,0.43,0.42,0.42,0
6625,0.49,0.5,0.5,0.5,0.51,0.29,0.6,0.42,0.4,0.35,0.4,0.4,0.4,0.39,0.4,0.4,0.43,0.4,0.41,0
6626,0.51,0.5,0.5,0.5,0.48,0.29,0.62,0.46,0.36,0.35,0.39,0.38,0.39,0.38,0.39,0.39,0.4,0.39,0.39,0
6627,0.49,0.5,0.5,0.5,0.48,0.29,0.64,0.53,0.38,0.35,0.37,0.37,0.37,0.36,0.37,0.37,0.38,0.37,0.38,0
6628,0.5,0.5,0.5,0.5,0.45,0.29,0.65,0.52,0.36,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.35,0.36,0.36,0
6629,0.47,0.5,0.5,0.5,0.48,0.29,0.66,0.78,0.41,0.35,0.35,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.36,0
6630,0.49,0.5,0.5,0.5,0.48,0.29,0.67,0.51,0.35,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.33,0.34,0
6631,0.48,0.5,0.5,0.5,0.48,0.29,0.68,0.58,0.37,0.35,0.33,0.32,0.32,0.32,0.32,0.33,0.32,0.33,0.34,0
6632,0.48,0.5,0.5,0.5,0.48,0.29,0.69,0.51,0.27,0.35,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.31,0.32,0
6633,0.48,0.5,0.5,0.5,0.51,0.29,0.7,0.36,0.25,0.35,0.31,0.31,0.31,0.3,0.31,0.31,0.31,0.31,0.33,0
6634,0.47,0.5,0.5,0.5,0.48,0.29,0.71,0.21,0.29,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.3,0.31,0
6635,0.48,0.5,0.5,0.5,0.48,0.29,0.72,0.43,0.35,0.35,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.29,0.29,0
6636,0.49,0.5,0.5,0.5,0.48,0.29,0.73,0.36,0.29,0.35,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0
6637,0.5,0.5,0.5,0.5,0.48,0.29,0.74,0.36,0.28,0.35,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.27,0.28,0
6638,0.5,0.5,0.5,0.5,0.48,0.29,0.74,0.29,0.26,0.34,0.26,0.26,0.26,0.27,0.26,0.26,0.29,0.26,0.28,0
6639,0.5,0.5,0.5,0.5,0.51,0.53,0.75,0.32,0.25,0.34,0.26,0.26,0.26,0.26,0.26,0.26,0.28,0.26,0.27,0
6640,0.49,0.5,0.5,0.5,0.48,0.29,0.75,0.3,0.21,0.32,0.25,0.25,0.25,0.26,0.25,0.25,0.28,0.25,0.26,0
6641,0.48,0.5,0.5,0.5,0.45,0.29,0.76,0.26,0.27,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0
6642,0.48,0.5,0.5,0.5,0.48,0.29,0.76,0.15,0.25,0.28,0.24,0.24,0.24,0.25,0.24,0.24,0.28,0.24,0.24,0
6643,0.48,0.5,0.5,0.5,0.48,0.29,0.77,0.19,0.25,0.28,0.24,0.24,0.24,0.24,0.24,0.23,0.26,0.24,0.24,0
6644,0.49,0.5,0.5,0.5,0.51,0.29,0.77,0.29,0.32,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.26,0.24,0.24,0
6645,0.48,0.5,0.5,0.5,0.48,0.29,0.78,0.3,0.27,0.23,0.22,0.23,0.23,0.23,0.23,0.22,0.26,0.23,0.22,0
6646,0.55,0.5,0.5,0.5,0.48,0.29,0.78,0.37,0.18,0.21,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0
6647,0.52,0.5,0.5,0.5,0.48,0.29,0.79,0.29,0.19,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0
6648,0.47,0.5,0.5,0.5,0.51,0.29,0.79,0.3,0.21,0.19,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.22,0.22,0
6649,0.48,0.5,1.0,0.5,0.83,0.29,0.7,0.29,0.29,0.24,0.21,0.22,0.21,0.22,0.21,0.21,0.32,0.22,0.28,0
6650,0.48,0.5,1.0,0.5,1.0,0.29,0.5,0.21,0.57,0.35,0.21,0.21,0.21,0.22,0.21,0.21,0.37,0.21,0.37,0
6651,0.47,0.5,1.0,0.5,1.0,0.29,0.65,0.18,0.41,0.28,0.2,0.21,0.2,0.22,0.2,0.2,0.28,0.21,0.28,0
6652,0.47,0.5,0.5,0.5,0.45,0.29,0.8,0.21,0.21,0.17,0.2,0.2,0.2,0.21,0.2,0.2,0.17,0.21,0.2,0
6653,0.47,0.5,0.5,0.5,0.48,0.29,0.8,0.24,0.18,0.17,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0
6654,0.48,0.5,0.5,0.5,0.48,0.29,0.8,0.25,0.16,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0
6655,0.47,0.5,0.5,0.54,0.48,0.29,0.81,0.12,0.18,0.17,0.19,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0
6656,0.48,0.5,0.5,0.5,0.48,0.29,0.81,0.36,0.19,0.17,0.19,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.19,0
6657,0.48,0.5,0.5,0.5,0.48,0.29,0.82,0.17,0.23,0.17,0.19,0.19,0.19,0.2,0.19,0.19,0.15,0.19,0.19,0
6658,0.47,0.5,0.5,0.5,0.48,0.29,0.82,0.13,0.17,0.17,0.19,0.19,0.19,0.2,0.19,0.19,0.17,0.19,0.19,0
6659,0.47,0.5,0.5,0.5,0.45,0.29,0.82,0.13,0.19,0.17,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.19,0.19,0
6660,0.47,0.5,0.5,0.5,0.48,0.29,0.82,0.11,0.18,0.17,0.18,0.19,0.18,0.2,0.18,0.18,0.19,0.19,0.18,0
6661,0.47,0.5,0.5,0.5,0.45,0.29,0.82,0.28,0.17,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.15,0.18,0.18,0
6662,0.48,0.5,0.5,0.5,0.51,0.29,0.82,0.28,0.18,0.17,0.18,0.19,0.18,0.2,0.18,0.18,0.19,0.18,0.19,0
6663,0.47,0.5,0.5,0.5,0.48,0.29,0.82,0.38,0.22,0.17,0.18,0.19,0.18,0.2,0.18,0.18,0.22,0.19,0.21,0
6664,0.48,0.5,0.5,0.5,0.48,0.29,0.83,0.29,0.2,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.15,0.18,0.18,0
6665,0.47,0.5,0.5,0.5,0.45,0.05,0.83,0.49,0.2,0.17,0.17,0.18,0.18,0.2,0.18,0.17,0.17,0.18,0.19,0
6666,0.47,0.5,0.5,0.5,0.48,0.29,0.83,0.33,0.19,0.17,0.17,0.18,0.18,0.2,0.18,0.17,0.15,0.18,0.18,0
6667,0.47,0.5,0.5,0.5,0.48,0.29,0.82,0.37,0.18,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0
6668,0.47,0.5,0.5,0.5,0.48,0.29,0.83,0.34,0.17,0.17,0.17,0.18,0.17,0.19,0.17,0.17,0.19,0.18,0.18,0
6669,0.47,0.5,0.5,0.5,0.48,0.29,0.83,0.23,0.18,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.15,0.18,0.18,0
6670,0.47,0.5,0.5,0.5,0.48,0.29,0.83,0.22,0.21,0.17,0.18,0.18,0.18,0.19,0.18,0.17,0.14,0.18,0.18,0
6671,0.48,0.5,0.5,0.5,0.45,0.29,0.83,0.2,0.3,0.17,0.17,0.18,0.18,0.19,0.18,0.17,0.17,0.18,0.18,0
6672,0.47,0.5,0.5,0.5,0.48,0.29,0.83,0.12,0.17,0.17,0.17,0.18,0.18,0.19,0.18,0.17,0.15,0.17,0.18,0
6673,0.47,0.5,0.5,0.5,0.45,0.29,0.83,0.21,0.19,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.15,0.18,0.18,0
6674,0.47,0.5,0.5,0.5,0.48,0.29,0.83,0.14,0.21,0.17,0.17,0.18,0.18,0.19,0.18,0.17,0.15,0.17,0.17,0
6675,0.47,0.5,0.92,0.5,0.51,0.29,0.82,0.16,0.2,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0
6676,0.47,0.5,0.5,0.5,0.48,0.29,0.83,0.27,0.19,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.17,0.18,0.19,0
6677,0.47,0.5,0.5,0.5,0.51,0.29,0.82,0.14,0.16,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.17,0.18,0.19,0
6678,0.47,0.5,0.5,0.5,0.51,0.29,0.82,0.2,0.13,0.17,0.18,0.19,0.18,0.2,0.18,0.18,0.15,0.18,0.19,0
6679,0.47,0.5,0.5,0.5,0.48,0.29,0.82,0.22,0.17,0.17,0.18,0.18,0.18,0.2,0.18,0.18,0.15,0.18,0.18,0
6680,0.48,0.5,0.5,0.5,0.48,0.29,0.82,0.24,0.17,0.17,0.18,0.19,0.18,0.2,0.18,0.18,0.15,0.19,0.18,0
6681,0.47,0.5,0.5,0.5,0.48,0.29,0.82,0.17,0.2,0.17,0.19,0.19,0.19,0.2,0.19,0.19,0.17,0.19,0.19,0
6682,0.47,0.5,0.5,0.5,0.45,0.29,0.81,0.26,0.26,0.17,0.19,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.19,0
6683,0.47,0.5,0.5,0.5,0.48,0.29,0.81,0.24,0.19,0.17,0.19,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.2,0
6684,0.47,0.5,0.5,0.5,0.45,0.29,0.81,0.14,0.23,0.17,0.19,0.2,0.19,0.21,0.19,0.19,0.19,0.2,0.2,0
6685,0.48,0.5,0.5,0.5,0.45,0.29,0.8,0.11,0.25,0.17,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0
6686,0.48,0.5,0.5,0.5,0.51,0.29,0.8,0.36,0.18,0.17,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.21,0
6687,0.47,0.5,0.5,0.5,0.48,0.29,0.8,0.19,0.2,0.19,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.21,0.22,0
6688,0.48,0.5,0.5,0.5,0.48,0.29,0.79,0.22,0.2,0.19,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.21,0.22,0
6689,0.48,0.5,0.5,0.54,0.48,0.29,0.79,0.26,0.19,0.21,0.21,0.22,0.22,0.23,0.22,0.21,0.25,0.22,0.24,0
6690,0.47,0.5,0.5,0.5,0.48,0.29,0.79,0.32,0.2,0.21,0.22,0.22,0.22,0.23,0.22,0.22,0.25,0.22,0.23,0
6691,0.47,0.5,0.5,0.5,0.48,0.29,0.78,0.25,0.28,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.25,0.23,0.24,0
6692,0.48,0.5,0.5,0.54,0.48,0.29,0.77,0.16,0.33,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.25,0.24,0.25,0
6693,0.48,0.5,0.5,0.5,0.51,0.29,0.76,0.21,0.26,0.28,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.26,0
6694,0.48,0.5,0.5,0.5,0.48,0.29,0.76,0.25,0.27,0.3,0.24,0.25,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0
6695,0.49,0.5,0.5,0.5,0.48,0.29,0.75,0.34,0.24,0.3,0.26,0.26,0.26,0.26,0.26,0.26,0.28,0.26,0.27,0
6696,0.48,0.5,0.5,0.5,0.48,0.29,0.75,0.23,0.24,0.34,0.26,0.26,0.26,0.26,0.26,0.26,0.28,0.25,0.27,0
6697,0.48,0.5,0.5,0.5,0.48,0.29,0.73,0.4,0.27,0.35,0.28,0.28,0.27,0.27,0.27,0.28,0.28,0.27,0.28,0
6698,0.48,0.5,0.5,0.5,0.48,0.29,0.73,0.36,0.31,0.35,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0.29,0
6699,0.49,0.5,0.5,0.5,0.54,0.29,0.72,0.23,0.3,0.35,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.28,0.3,0
6700,0.49,0.5,0.5,0.5,0.51,0.29,0.71,0.33,0.28,0.35,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.31,0
6701,0.48,0.5,0.5,0.5,0.48,0.29,0.71,0.48,0.27,0.35,0.3,0.3,0.3,0.29,0.3,0.3,0.31,0.29,0.32,0
6702,0.48,0.5,0.5,0.5,0.51,0.29,0.7,0.33,0.27,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.3,0.32,0
6703,0.49,0.5,0.5,0.5,0.51,0.29,0.69,0.38,0.27,0.35,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0
6704,0.56,0.5,0.5,0.5,0.54,0.29,0.69,0.35,0.27,0.35,0.32,0.32,0.32,0.31,0.32,0.32,0.31,0.32,0.33,0
6705,0.77,0.5,0.5,0.5,0.51,0.29,0.68,0.28,0.34,0.35,0.33,0.32,0.33,0.32,0.33,0.33,0.32,0.33,0.34,0
6706,0.66,0.5,0.5,0.5,0.51,0.29,0.68,0.6,0.38,0.35,0.33,0.33,0.33,0.32,0.33,0.33,0.32,0.33,0.35,0
6707,0.49,0.5,0.5,0.5,0.51,0.29,0.67,0.24,0.32,0.35,0.34,0.34,0.34,0.33,0.34,0.34,0.34,0.34,0.35,0
6708,0.49,0.5,0.5,0.5,0.51,0.53,0.65,0.42,0.31,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.37,0.35,0.37,0
6709,0.48,0.5,0.5,0.5,0.48,0.29,0.65,0.32,0.31,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.37,0.36,0.37,0
6710,0.47,0.5,0.5,0.5,0.51,0.29,0.65,0.5,0.31,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.38,0.36,0.37,0
6711,0.48,0.5,0.5,0.5,0.51,0.53,0.64,0.47,0.33,0.35,0.37,0.37,0.37,0.36,0.37,0.37,0.38,0.37,0.38,0
6712,0.47,0.5,0.5,0.5,0.51,0.29,0.63,0.25,0.46,0.35,0.38,0.38,0.38,0.37,0.38,0.38,0.41,0.38,0.39,0
6713,0.5,0.5,0.5,0.5,0.48,0.29,0.63,0.4,0.49,0.35,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.37,0
6714,0.5,0.5,0.5,0.5,0.48,0.29,0.62,0.44,0.31,0.35,0.39,0.39,0.39,0.38,0.39,0.39,0.4,0.39,0.39,0
6715,0.5,0.5,0.5,0.5,0.51,0.29,0.61,0.34,0.41,0.35,0.39,0.39,0.39,0.38,0.39,0.39,0.41,0.39,0.4,0
6716,0.48,0.5,0.5,0.5,0.54,0.29,0.61,0.48,0.43,0.35,0.4,0.39,0.39,0.38,0.39,0.4,0.41,0.39,0.41,0
6717,0.49,0.5,0.5,0.5,0.48,0.53,0.6,0.39,0.41,0.39,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.41,0.41,0
6718,0.49,0.5,0.5,0.5,0.51,0.29,0.59,0.16,0.36,0.41,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.41,0.41,0
6719,0.48,0.5,0.5,0.5,0.51,0.29,0.59,0.36,0.37,0.39,0.42,0.41,0.41,0.4,0.41,0.42,0.41,0.41,0.41,0
6720,0.49,0.5,0.5,0.5,0.48,0.29,0.59,0.33,0.33,0.35,0.42,0.41,0.41,0.4,0.41,0.42,0.43,0.42,0.4,0
6721,0.51,0.5,0.5,0.5,0.51,0.53,0.6,0.33,0.38,0.35,0.41,0.41,0.41,0.4,0.41,0.41,0.43,0.41,0.4,0
6722,0.54,0.5,0.5,0.54,0.51,0.29,0.59,0.37,0.38,0.37,0.41,0.41,0.41,0.4,0.41,0.41,0.44,0.41,0.42,0
6723,0.48,0.5,0.5,0.5,0.48,0.29,0.59,0.35,0.4,0.39,0.41,0.41,0.41,0.4,0.41,0.42,0.41,0.41,0.41,0
6724,0.5,0.5,0.5,0.5,0.51,0.53,0.58,0.58,0.42,0.39,0.43,0.42,0.42,0.41,0.42,0.43,0.44,0.42,0.43,0
6725,0.5,0.5,0.5,0.5,0.51,0.53,0.58,0.37,0.46,0.39,0.42,0.42,0.42,0.41,0.42,0.42,0.43,0.42,0.43,0
6726,0.48,0.5,0.5,0.5,0.48,0.29,0.58,0.38,0.44,0.41,0.43,0.42,0.42,0.42,0.42,0.43,0.44,0.43,0.43,0
6727,0.48,0.5,0.5,0.5,0.51,0.29,0.57,0.39,0.45,0.43,0.44,0.43,0.44,0.43,0.44,0.44,0.44,0.43,0.44,0
6728,0.49,0.5,0.5,0.5,0.51,0.53,0.57,0.41,0.43,0.41,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.43,0.44,0
6729,0.48,0.5,0.5,0.5,0.48,0.53,0.57,0.52,0.44,0.43,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.45,0
6730,0.49,0.5,0.5,0.5,0.51,0.29,0.56,0.48,0.34,0.45,0.45,0.44,0.44,0.44,0.44,0.45,0.44,0.45,0.45,0
6731,0.5,0.5,0.5,0.5,0.51,0.29,0.56,0.37,0.49,0.46,0.45,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.45,0
6732,0.55,0.5,0.5,0.5,0.51,0.53,0.55,0.26,0.44,0.5,0.46,0.45,0.45,0.44,0.45,0.46,0.46,0.45,0.46,0
6733,0.49,0.5,0.5,0.5,0.51,0.53,0.54,0.27,0.58,0.5,0.46,0.46,0.46,0.45,0.46,0.47,0.46,0.46,0.46,0
6734,0.51,0.5,0.5,0.5,0.48,0.53,0.54,0.46,0.58,0.5,0.47,0.47,0.47,0.46,0.47,0.47,0.44,0.47,0.47,0
6735,0.52,0.5,0.5,0.5,0.48,0.53,0.54,0.29,0.38,0.52,0.47,0.47,0.47,0.46,0.47,0.47,0.46,0.47,0.46,0
6736,0.53,0.5,0.5,0.5,0.48,0.53,0.54,0.32,0.52,0.52,0.47,0.47,0.47,0.46,0.47,0.47,0.44,0.47,0.47,0
6737,0.52,0.5,0.5,0.5,0.51,0.53,0.53,0.47,0.5,0.52,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0
6738,0.5,0.5,0.5,0.5,0.51,0.53,0.52,0.66,0.43,0.52,0.48,0.48,0.48,0.47,0.48,0.48,0.46,0.48,0.49,0
6739,0.48,0.5,0.5,0.5,0.54,0.53,0.52,0.41,0.43,0.54,0.49,0.49,0.49,0.48,0.49,0.49,0.48,0.49,0.48,0
6740,0.5,0.5,0.5,0.5,0.51,0.53,0.52,0.47,0.49,0.54,0.49,0.49,0.49,0.48,0.49,0.49,0.46,0.49,0.48,0
6741,0.51,0.5,0.5,0.5,0.51,0.53,0.52,0.54,0.47,0.54,0.49,0.49,0.49,0.48,0.49,0.49,0.48,0.49,0.49,0
6742,0.53,0.5,0.5,0.5,0.51,0.53,0.51,0.48,0.48,0.52,0.5,0.49,0.49,0.49,0.49,0.5,0.48,0.49,0.49,0
6743,0.52,0.5,0.5,0.5,0.51,0.53,0.5,0.39,0.43,0.54,0.51,0.5,0.51,0.5,0.51,0.51,0.48,0.5,0.5,0
6744,0.48,0.5,0.5,0.5,0.51,0.53,0.5,0.42,0.49,0.54,0.51,0.51,0.51,0.5,0.51,0.51,0.52,0.51,0.51,0
6745,0.55,0.5,0.5,0.5,0.51,0.53,0.49,0.62,0.48,0.54,0.52,0.51,0.52,0.51,0.52,0.52,0.51,0.52,0.52,0
6746,0.49,0.5,0.5,0.5,0.51,0.53,0.49,0.45,0.5,0.54,0.52,0.52,0.52,0.51,0.52,0.52,0.51,0.52,0.52,0
6747,0.48,0.5,0.5,0.5,0.51,0.53,0.48,0.4,0.52,0.54,0.53,0.53,0.53,0.52,0.53,0.53,0.54,0.53,0.53,0
6748,0.53,0.5,0.5,0.5,0.51,0.53,0.48,0.57,0.65,0.54,0.53,0.53,0.53,0.52,0.53,0.53,0.55,0.53,0.52,0
6749,0.48,0.5,0.5,0.5,0.48,0.53,0.47,0.59,0.47,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.55,0
6750,0.48,0.5,0.5,0.5,0.48,0.53,0.46,0.46,0.47,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.55,0
6751,0.48,0.5,0.5,0.5,0.51,0.53,0.46,0.66,0.51,0.54,0.55,0.55,0.55,0.54,0.55,0.55,0.54,0.55,0.54,0
6752,0.49,0.5,0.5,0.5,0.51,0.53,0.45,0.67,0.59,0.54,0.55,0.55,0.55,0.54,0.55,0.55,0.57,0.55,0.54,0
6753,0.48,0.5,0.5,0.5,0.51,0.53,0.45,0.52,0.47,0.54,0.56,0.56,0.56,0.55,0.56,0.56,0.55,0.56,0.56,0
6754,0.48,0.5,0.5,0.5,0.48,0.53,0.45,0.36,0.59,0.54,0.56,0.56,0.56,0.55,0.56,0.56,0.57,0.56,0.56,0
6755,0.47,0.5,0.5,0.5,0.48,0.53,0.45,0.59,0.71,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.57,0.56,0.56,0
6756,0.5,0.5,0.5,0.5,0.48,0.53,0.43,0.46,0.58,0.54,0.57,0.57,0.57,0.56,0.57,0.57,0.57,0.57,0.57,0
6757,0.52,0.5,0.5,0.5,0.51,0.53,0.44,0.65,0.58,0.54,0.57,0.57,0.57,0.57,0.57,0.57,0.58,0.57,0.57,0
6758,0.51,0.5,0.5,0.5,0.51,0.53,0.44,0.6,0.53,0.54,0.57,0.57,0.57,0.56,0.57,0.57,0.58,0.57,0.57,0
6759,0.47,0.5,0.5,0.5,0.51,0.53,0.43,0.8,0.63,0.56,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.57,0
6760,0.5,0.5,0.5,0.5,0.54,0.53,0.43,0.58,0.86,0.56,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.58,0
6761,0.52,0.5,0.5,0.5,0.51,0.53,0.42,0.63,0.62,0.54,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0
6762,0.5,0.5,0.5,0.5,0.48,0.53,0.42,0.66,0.51,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.58,0
6763,0.52,0.5,0.5,0.5,0.48,0.53,0.43,0.63,0.54,0.56,0.58,0.58,0.58,0.57,0.58,0.58,0.58,0.58,0.58,0
6764,0.49,0.5,0.5,0.5,0.54,0.53,0.41,0.48,0.62,0.56,0.59,0.59,0.59,0.58,0.59,0.59,0.58,0.59,0.59,0
6765,0.5,0.5,0.5,0.5,0.51,0.53,0.41,0.68,0.63,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.59,0.58,0
6766,0.51,0.5,0.5,0.5,0.51,0.53,0.41,0.41,0.48,0.57,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.58,0
6767,0.48,0.5,0.5,0.5,0.54,0.53,0.4,0.43,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0
6768,0.49,0.5,0.5,0.5,0.51,0.53,0.4,0.45,0.66,0.57,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0
6769,0.58,0.5,0.5,0.5,0.48,0.53,0.4,0.5,0.61,0.61,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.59,0
6770,0.5,0.5,0.5,0.5,0.51,0.77,0.39,0.57,0.5,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0
6771,0.51,0.5,0.5,0.5,0.48,0.53,0.38,0.62,0.49,0.63,0.62,0.63,0.62,0.63,0.62,0.62,0.6,0.63,0.61,0
6772,0.47,0.5,0.5,0.5,0.54,0.53,0.37,0.41,0.55,0.65,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.61,0
6773,0.53,0.5,0.5,0.5,0.51,0.77,0.37,0.69,0.67,0.67,0.63,0.63,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0
6774,0.54,0.5,0.5,0.5,0.51,0.77,0.36,0.54,0.52,0.68,0.64,0.64,0.64,0.65,0.64,0.64,0.63,0.64,0.62,0
6775,0.54,0.5,0.5,0.5,0.51,0.77,0.36,0.61,0.69,0.68,0.64,0.64,0.64,0.65,0.64,0.64,0.61,0.64,0.62,0
6776,0.55,0.5,0.5,0.5,0.48,0.77,0.36,0.8,0.68,0.67,0.64,0.65,0.65,0.65,0.65,0.64,0.61,0.64,0.62,0
6777,0.48,0.5,0.5,0.54,0.48,0.77,0.36,0.79,0.64,0.67,0.65,0.65,0.65,0.66,0.65,0.65,0.63,0.65,0.62,0
6778,0.46,0.5,0.5,0.5,0.51,0.77,0.36,0.51,0.65,0.67,0.64,0.65,0.64,0.65,0.64,0.64,0.63,0.64,0.61,0
6779,0.5,0.5,0.5,0.5,0.51,0.77,0.37,0.51,0.63,0.68,0.64,0.64,0.64,0.65,0.64,0.64,0.63,0.64,0.62,0
6780,0.51,0.5,0.5,0.5,0.51,0.53,0.38,0.52,0.72,0.65,0.63,0.63,0.63,0.64,0.63,0.63,0.61,0.63,0.61,0
6781,0.49,0.5,0.5,0.5,0.48,0.53,0.38,0.45,0.58,0.67,0.63,0.63,0.63,0.64,0.63,0.63,0.6,0.63,0.61,0
6782,0.51,0.5,0.5,0.5,0.51,0.77,0.38,0.61,0.56,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.6,0.63,0.61,0
6783,0.52,0.5,0.5,0.5,0.51,0.77,0.38,0.47,0.59,0.65,0.63,0.63,0.63,0.63,0.63,0.63,0.61,0.63,0.61,0
6784,0.49,0.5,0.5,0.5,0.51,0.53,0.38,0.62,0.57,0.65,0.63,0.63,0.63,0.63,0.63,0.63,0.61,0.63,0.61,0
6785,0.51,0.5,0.5,0.5,0.51,0.53,0.38,0.69,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.61,0
6786,0.51,0.5,0.5,0.5,0.54,0.53,0.38,0.63,0.52,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.58,0.62,0.6,0
6787,0.5,0.5,0.5,0.5,0.54,0.53,0.39,0.41,0.63,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.6,0.62,0.6,0
