Data,ClassEntropy,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilityMin,ClassProbabilitySTD,DatasetRatio,InverseDatasetRatio,KurtosisMax,KurtosisMean,KurtosisMin,KurtosisSTD,Landmark1NN,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkLDA,LandmarkNaiveBayes,LandmarkRandomNodeLearner,LogDatasetRatio,LogInverseDatasetRatio,LogNumberOfFeatures,LogNumberOfInstances,NumberOfCategoricalFeatures,NumberOfClasses,NumberOfFeatures,NumberOfFeaturesWithMissingValues,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,RatioNominalToNumerical,RatioNumericalToNominal,SkewnessMax,SkewnessMean,SkewnessMin,SkewnessSTD,SymbolsMax,SymbolsMean,SymbolsMin,SymbolsSTD,SymbolsSum
829,0.992774454,0.55,0.5,0.45,0.05,0.05,20,-0.510055897,-0.925188439,-1.274679521,0.269185337,0.714141414,0.743434343,0.739393939,0.696969697,0.770707071,0.660606061,-2.995732274,2.995732274,1.609437912,4.605170186,0,2,5,0,100,0,0,5,0.8,-0.510066032,0.370853394,0,0,0,0,0,0.375965953,0.170728653,-0.253373116,0.248543297,0,0,0,0,0
830,0.945953476,0.636,0.5,0.364,0.136,0.04,25,0.265552044,-1.007678533,-1.292886496,0.463437269,0.768423077,0.815794872,0.895487179,0.779910256,0.843628205,0.636038462,-3.218875825,3.218875825,2.302585093,5.521460918,0,2,10,0,250,0,0,10,0.8,-0.721387863,0.219822124,0,0,0,0,0,0.793266475,0.066115707,-0.146867603,0.249257097,0,0,0,0,0
832,0.990932404,0.556,0.5,0.444,0.056,0.1,10,1.732114879,-1.003229815,-1.33289814,0.627021864,0.555987179,0.731910256,0.796089744,0.616525641,0.648217949,0.62775641,-2.302585093,2.302585093,3.218875825,5.521460918,0,2,25,0,250,0,0,25,0.84,-0.13817358,-0.611961544,0,0,0,0,0,1.331543803,0.121857842,-0.076449603,0.297545768,0,0,0,0,0
833,0.893663214,0.689575195,0.5,0.310424805,0.189575195,0.00390625,256,8.884203911,0.936531105,-1.308446499,3.337012831,0.691771552,0.748902511,0.73558927,0.813963435,0.803587303,0.689941538,-5.545177444,5.545177444,3.465735903,9.010913347,0,2,32,0,8192,0,0,32,0.9375,-0.632234097,-0.335173458,0,0,0,0,0,2.234008312,0.620453651,-0.023087755,0.891564835,0,0,0,0,0
834,0.989587521,0.56,0.5,0.44,0.06,0.4,2.5,2.473534584,-1.132893739,-1.3948524,0.424449705,0.604,0.672,0.788,0.612,0.664,0.536,-0.916290732,0.916290732,4.605170186,5.521460918,0,2,100,0,250,0,0,100,0.8,-0.385611296,0.422540307,0,0,0,0,0,1.609379053,0.033490722,-0.244254053,0.209664245,0,0,0,0,0
835,0.988699408,0.5625,0.5,0.4375,0.0625,0.083333333,12,0,0,0,0,0.893333333,0.858333333,0.87,0.878333333,0.838333333,0.641666667,-2.48490665,2.48490665,1.386294361,3.871201011,4,2,4,0,48,0,0,0,0.666666667,-1,0,0,0,0,0,0,0,0,0,0,6,3,2,1.732050808,12
836,0.989992792,0.558823529,0.5,0.441176471,0.058823529,0.235294118,4.25,0.322045617,-0.458345302,-1.514639204,0.649760912,0.483333333,0.5,0.45,0.383333333,0.308333333,0.533333333,-1.446918983,1.446918983,2.079441542,3.526360525,3,2,8,0,34,0,0,5,0.5,-0.849308571,-0.466824499,0,0,0,0.6,1.666666667,0.971445535,0.409996904,-0.18981638,0.474961886,3,2.333333333,2,0.471404521,7
837,0.993616753,0.547,0.5,0.453,0.047,0.05,20,-0.792652656,-1.186183798,-1.275909901,0.071055318,0.579324132,0.727163816,0.832930393,0.64389739,0.667009501,0.541912191,-2.995732274,2.995732274,3.912023005,6.907755279,0,2,50,0,1000,0,0,50,0.92,-0.766312599,0.015861988,0,0,0,0,0,0.117852949,5.10E-05,-0.078731216,0.043905924,0,0,0,0,0
838,0.98661652,0.568,0.5,0.432,0.068,0.05,20,1.404759311,-0.973589795,-1.303859151,0.59451222,0.624360144,0.746119248,0.813496599,0.64992557,0.667855142,0.589791917,-2.995732274,2.995732274,3.218875825,6.214608098,0,2,25,0,500,0,0,25,0.8,-0.300422192,0.606680572,0,0,0,0,0,1.295797229,0.123271096,-0.101064265,0.301924457,0,0,0,0,0
841,0.999459621,0.513684211,0.5,0.486315789,0.013684211,0.009473684,105.5555556,-0.022757774,-0.780567527,-1.302802086,0.411967049,0.964297546,0.827316396,0.938955534,0.812645577,0.704197695,0.644171333,-4.659237407,4.659237407,2.197224577,6.856461985,0,2,9,0,950,0,0,9,0.555555556,-1.609116554,-0.162241936,0,0,0,0,0,0.746087551,-0.018734075,-0.660188735,0.444761041,0,0,0,0,0
843,0.876342718,0.704002809,0.5,0.295997191,0.204002809,0.000351124,2848,7544.509431,973.5262741,-1.095924116,2484.555376,0.831109577,0.786649028,0.842960365,0.836245238,0.794066006,0.706679878,-7.954372273,7.954372273,2.079441542,10.03381381,0,2,8,0,22784,0,0,8,1,1.767830372,0.68538636,0,0,0,0,0,74.16196442,11.4877397,-0.270890981,24.07358877,0,0,0,0,0
845,0.999766271,0.509,0.5,0.491,0.009,0.01,100,-1.119863033,-1.193337138,-1.243151368,0.039269149,0.723944294,0.687954795,0.800026903,0.834957596,0.858958396,0.4970001,-4.605170186,4.605170186,2.302585093,6.907755279,0,2,10,0,1000,0,0,10,1,-0.261383772,-0.031197216,0,0,0,0,0,0.030246725,-0.038490354,-0.136971414,0.046930483,0,0,0,0,0
846,0.892079329,0.690945238,0.5,0.309054762,0.190945238,0.001084403,922.1666667,11282.45215,1004.913598,-0.563505888,2932.408531,0.780107446,0.778540745,0.811977676,0.848303921,0.743417976,0.690945228,-6.826725974,6.826725974,2.890371758,9.717097732,0,2,18,0,16599,0,0,18,0.611111111,1.666504383,-1.169033647,0,0,0,0,0,103.697525,9.737371036,-1.510294676,29.47526366,0,0,0,0,0
847,0.996940293,0.532552479,0.5,0.467447521,0.032552479,0.002129601,469.5714286,1.053140151,-0.030753252,-1.207945252,0.665692886,0.812290518,0.815637917,0.792364808,0.852905054,0.810009262,0.737754384,-6.151820425,6.151820425,2.63905733,8.790877754,0,2,14,0,6574,0,0,14,0.571428571,0.185667515,-0.630020678,0,0,0,0,0,0.903051078,0.486343535,-0.009422882,0.275454508,0,0,0,0,0
848,0.831474388,0.736842105,0.5,0.263157895,0.236842105,0.131578947,7.6,11.65000118,4.855802516,0.648465577,4.363533172,0.691666667,0.816666667,0.741666667,0.791666667,0.558333333,0.683333333,-2.028148247,2.028148247,1.609437912,3.63758616,1,2,5,0,38,0,0,4,0.833333333,11.00379822,2.84945145,0,0,0,0.25,4,3.073323773,1.918124612,1.17948748,0.715984076,2,2,2,0,2
849,0.999974031,0.503,0.5,0.497,0.003,0.025,40,-1.13433911,-1.196845649,-1.256940722,0.033631429,0.647748675,0.690992499,0.791856686,0.81789869,0.857911191,0.707824182,-3.688879454,3.688879454,3.218875825,6.907755279,0,2,25,0,1000,0,0,25,0.96,-0.330853224,0.037163328,0,0,0,0,0,0.121715508,-0.000235812,-0.072707199,0.040217269,0,0,0,0,0
850,0.999711442,0.51,0.5,0.49,0.01,0.5,2,-0.953373682,-1.18433177,-1.415411641,0.103306635,0.626464646,0.578080808,0.628484848,0.676666667,0.654242424,0.48010101,-0.693147181,0.693147181,3.912023005,4.605170186,0,2,50,0,100,0,0,50,0.78,-0.664729118,0.037531871,0,0,0,0,0,0.250631094,0.009998844,-0.255736738,0.126917885,0,0,0,0,0
851,0.983708263,0.575,0.5,0.425,0.075,0.516666667,1.935483871,9.137477414,0.979936168,-0.006291151,1.256666862,0.917108696,0.829036232,0.879065217,0.929275362,0.669891304,0.575043478,-0.660357358,0.660357358,4.820281566,5.480638923,0,2,124,0,240,0,0,124,0.064516129,0.626938581,0.843437433,0,0,0,0,0,1.677657962,0.69431659,-1.540518284,0.514165901,0,0,0,0,0
853,0.978070971,0.586956522,0.5,0.413043478,0.086956522,0.0256917,38.92307692,36.75278474,3.88410649,-1.233218568,10.20400798,0.842028011,0.806139256,0.837712685,0.851907163,0.741315726,0.780688275,-3.661587312,3.661587312,2.564949357,6.226536669,1,2,13,0,506,0,0,12,0.642857143,-0.983321964,0.443044424,0,0,0,0.083333333,12,5.207652309,0.607163447,-2.881798385,1.776803154,2,2,2,0,2
855,0.992183779,0.552,0.5,0.448,0.052,0.02,50,2.466587067,-0.510790032,-1.214470174,1.133049805,0.780096038,0.654211285,0.830545018,0.672134454,0.662294518,0.558138455,-3.912023005,3.912023005,2.302585093,6.214608098,0,2,10,0,500,0,0,10,0.7,-0.191846132,-0.611445904,0,0,0,0,0,1.521453738,0.281502392,-0.149203524,0.511575826,0,0,0,0,0
857,0.934068055,0.65,0.5,0.35,0.15,0.175,5.714285714,0.941106544,-0.992833231,-1.75,1.053952358,0.861666667,0.893333333,0.82,0.906666667,0.926666667,0.893333333,-1.742969305,1.742969305,1.945910149,3.688879454,0,2,7,0,40,0,0,7,0.857142857,0.257059813,1.17678833,0,0,0,0,0,1.407032013,0.040389931,-1.124302506,0.679535113,0,0,0,0,0
859,0.980947013,0.581081081,0.5,0.418918919,0.081081081,0.108108108,9.25,7.960044012,2.209741298,-0.664569378,2.727438266,0.920634921,0.974603175,0.949206349,0.971428571,0.931746032,0.55515873,-2.224623552,2.224623552,2.079441542,4.304065093,0,2,8,0,74,0,0,8,0.75,-0.143073797,-0.822904825,0,0,0,0,0,2.230284452,1.015226405,-1.144961596,1.00760855,0,0,0,0,0
860,0.999500394,0.513157895,0.5,0.486842105,0.013157895,0.005263158,190,-0.521730537,-0.910386202,-1.299041867,0.388655665,0.787733888,0.847401247,0.850519751,0.836867637,0.836867637,0.603257103,-5.247024072,5.247024072,0.693147181,5.940171253,0,2,2,0,380,0,0,2,1,-0.518337965,0.091631271,0,0,0,0,0,0.19691965,0.045682486,-0.105554678,0.151237164,0,0,0,0,0
862,0.999142104,0.517241379,0.5,0.482758621,0.017241379,0.114942529,8.7,0.926193281,0.292862841,-0.507933913,0.492391531,0.705833333,0.626388889,0.609166667,0.696111111,0.778333333,0.591666667,-2.163323026,2.163323026,2.302585093,4.465908119,2,2,10,0,87,0,0,8,0.666666667,0.527579668,-0.528905681,0,0,0,0.25,4,0.567863858,-0.303224983,-0.76938982,0.436745183,2,2,2,0,4
863,0.99704334,0.532,0.5,0.468,0.032,0.04,25,2.055774212,-0.551747419,-1.289114118,0.992789151,0.664794872,0.604935897,0.702935897,0.625897436,0.637423077,0.478833333,-3.218875825,3.218875825,2.302585093,5.521460918,0,2,10,0,250,0,0,10,0.7,-0.141916513,-0.653991997,0,0,0,0,0,1.443162918,0.297037377,-0.197548956,0.496003814,0,0,0,0,0
864,0.992774454,0.55,0.5,0.45,0.05,0.116666667,8.571428571,1.567501371,0.449811868,-0.337141839,0.640307242,0.53047619,0.660952381,0.615714286,0.776190476,0.723333333,0.482857143,-2.148434413,2.148434413,1.945910149,4.094344562,1,2,7,0,60,0,0,6,0.75,0.609299868,-0.785653097,0,0,0,0.166666667,6,-0.386125821,-0.704069644,-0.964309288,0.20864162,2,2,2,0,2
865,0.365923651,0.93,0.5,0.07,0.43,0.02,50,-1.863907537,-1.863907537,-1.863907537,0,0.913636364,0.932727273,0.912727273,0.932727273,0.37,0.932727273,-3.912023005,3.912023005,0.693147181,4.605170186,1,2,2,0,100,0,0,1,0.25,-1.908662778,-0.156334653,0,0,0,1,1,0.108219474,0.108219474,0.108219474,0,3,3,3,0,3
866,0.980510718,0.582,0.5,0.418,0.082,0.05,20,0.095591199,-1.163529293,-1.284882001,0.192493012,0.573842584,0.790062106,0.826052805,0.6989991,0.768031203,0.582923792,-2.995732274,2.995732274,3.912023005,6.907755279,0,2,50,0,1000,0,0,50,0.9,-0.714979172,0.306475908,0,0,0,0,0,0.737514615,0.021711251,-0.077776395,0.112295704,0,0,0,0,0
867,0.706274089,0.807692308,0.5,0.192307692,0.307692308,0.015384615,65,0,0,0,0,0.814285714,0.870238095,0.867857143,0.867857143,0.594047619,0.80952381,-4.17438727,4.17438727,0.693147181,4.86753445,2,2,2,0,130,0,0,0,0.870967742,-0.322210073,0.964810531,0,0,0,0,0,0,0,0,0,26,15.5,5,10.5,31
868,0.995378439,0.54,0.5,0.46,0.04,0.25,4,0.976693159,-0.992090923,-1.386556891,0.540940314,0.595656566,0.637878788,0.797474747,0.634747475,0.701414141,0.641010101,-1.386294361,1.386294361,3.218875825,4.605170186,0,2,25,0,100,0,0,25,0.76,-0.277698755,-0.429491401,0,0,0,0,0,1.025016427,0.125698471,-0.327730834,0.311028558,0,0,0,0,0
869,0.98499001,0.572,0.5,0.428,0.072,0.02,50,0.369361802,-1.004870632,-1.269883903,0.481660697,0.7237503,0.794092837,0.881959984,0.728111244,0.80397519,0.572022409,-3.912023005,3.912023005,2.302585093,6.214608098,0,2,10,0,500,0,0,10,0.8,-0.708843708,0.332235008,0,0,0,0,0,0.794806838,0.111579972,-0.044088356,0.234385115,0,0,0,0,0
870,0.996661914,0.534,0.5,0.466,0.034,0.01,100,-0.786393591,-1.083859511,-1.19616425,0.151517294,0.828033613,0.749772709,0.825760704,0.664073629,0.714045618,0.592222489,-4.605170186,4.605170186,1.609437912,6.214608098,0,2,5,0,500,0,0,5,0.8,-0.840693474,-0.005028518,0,0,0,0,0,0.084614038,0.002076424,-0.041121736,0.04344316,0,0,0,0,0
871,1,0.5,0.5,0.5,0,0.001299376,769.6,0.193374872,-0.098041896,-0.309946463,0.1668334,0.488576749,0.504934424,0.489599525,0.496369009,0.487823834,0.501040317,-6.645870899,6.645870899,1.609437912,8.255308812,0,2,5,0,3848,0,0,5,0.8,-0.04421711,0.149816766,0,0,0,0,0,0.109750964,0.020609462,-0.130529568,0.097193595,0,0,0,0,0
872,0.978070971,0.586956522,0.5,0.413043478,0.086956522,0.0256917,38.92307692,36.75278474,4.316345308,-1.233218568,10.55203442,0.832144058,0.806139256,0.814261705,0.857631052,0.7610004,0.586948379,-3.661587312,3.661587312,2.564949357,6.226536669,2,2,13,0,506,0,0,11,0.545454545,-1.005896919,0.35243977,0,0,0,0.181818182,5.5,5.207652309,0.571284352,-2.881798385,1.851643705,9,5.5,2,3.5,11
873,0.98661652,0.568,0.5,0.432,0.068,0.2,5,1.690811634,-1.101666512,-1.312088847,0.457202532,0.559871795,0.699333333,0.809012821,0.587435897,0.614807692,0.518384615,-1.609437912,1.609437912,3.912023005,5.521460918,0,2,50,0,250,0,0,50,0.84,-0.25205183,-0.6276806,0,0,0,0,0,1.361191511,0.069752685,-0.120353118,0.228547385,0,0,0,0,0
874,0.981453895,0.58,0.5,0.42,0.08,0.1,10,4.676250058,0.609787833,-1.200960302,2.236742511,0.883333333,0.98,0.98,0.96,0.94,0.581666667,-2.302585093,2.302585093,1.609437912,3.912023005,0,2,5,0,50,0,0,5,0.8,-0.968571186,0.01723459,0,0,0,0,0,1.606108665,0.46936834,-0.261081725,0.699375992,0,0,0,0,0
875,0.70147146,0.81,0.5,0.19,0.31,0.03,33.33333333,0,0,0,0,0.73030303,0.778484848,0.845353535,0.876666667,0.881616162,0.77959596,-3.506557897,3.506557897,1.098612289,4.605170186,3,2,3,0,100,0,0,0,0.764705882,-2,-8.01E-17,0,0,0,0,0,0,0,0,0,10,5.666666667,2,3.299831646,17
876,0.989587521,0.56,0.5,0.44,0.06,0.5,2,-0.7980551,-1.157720488,-1.433277011,0.135005917,0.565656566,0.669393939,0.625050505,0.580606061,0.486868687,0.56040404,-0.693147181,0.693147181,3.912023005,4.605170186,0,2,50,0,100,0,0,50,0.78,-0.555051088,-0.155753583,0,0,0,0,0,0.302792192,0.024528132,-0.331330806,0.146234787,0,0,0,0,0
877,0.993341812,0.548,0.5,0.452,0.048,0.2,5,-0.264617205,-1.155191771,-1.327614825,0.159381721,0.568512821,0.779782051,0.779615385,0.660282051,0.687858974,0.500653846,-1.609437912,1.609437912,3.912023005,5.521460918,0,2,50,0,250,0,0,50,0.86,-0.636989117,0.248754382,0,0,0,0,0,0.718828976,0.010256604,-0.233533353,0.134817737,0,0,0,0,0
878,0.997401589,0.53,0.5,0.47,0.03,0.1,10,0.634981589,-0.797989076,-1.360593557,0.598531437,0.637777778,0.727474747,0.7,0.666161616,0.625757576,0.511212121,-2.302585093,2.302585093,2.302585093,4.605170186,0,2,10,0,100,0,0,10,0.6,-0.608565331,0.382158905,0,0,0,0,0,1.060817361,0.161319533,-0.252865016,0.394956804,0,0,0,0,0
879,0.966078098,0.608,0.5,0.392,0.108,0.05,20,0.338288069,-1.110068194,-1.279560804,0.305193879,0.616239296,0.744116046,0.777808723,0.599906363,0.70010004,0.598071228,-2.995732274,2.995732274,3.218875825,6.214608098,0,2,25,0,500,0,0,25,0.88,-0.62985611,-0.368387103,0,0,0,0,0,0.854446471,0.027270239,-0.096277133,0.180389897,0,0,0,0,0
880,1,0.5,0.5,0.5,0,0.035211268,28.4,89.20757966,43.17615953,-1.201299071,42.53627574,0.947380952,1,1,0.992857143,0.795952381,0.58047619,-3.346389145,3.346389145,2.302585093,5.648974238,0,2,10,0,284,0,0,10,0.4,52.72757721,6.098497868,0,0,0,0,0,8.786387444,4.550090896,0.000113309,3.889564909,0,0,0,0,0
881,0.972921214,0.59657084,0.5,0.40342916,0.09657084,0.00024529,4076.8,-0.588484521,-1.076338575,-1.20546306,0.217365112,0.945300319,0.786965395,0.996762121,0.952658773,0.709649896,0.650780085,-8.313067646,8.313067646,2.302585093,10.61565274,3,2,10,0,40768,0,0,7,0.642857143,-0.481074343,0.460574009,0,0,0,0.428571429,2.333333333,0.973729149,0.092610436,-0.321385229,0.376353339,3,2.333333333,2,0.471404521,7
882,0.999198354,0.516666667,0.5,0.483333333,0.016666667,0.25,4,31.76307744,4.853411071,-0.78851745,9.877629518,0.73,0.695714286,0.662380952,0.764761905,0.699047619,0.75047619,-1.386294361,1.386294361,2.708050201,4.094344562,0,2,15,0,60,0,0,15,0.6,1.634451866,-0.287329674,0,0,0,0,0,5.452604294,1.047010526,-0.7819857,1.810852146,0,0,0,0,0
884,0.999988458,0.502,0.5,0.498,0.002,0.01,100,-1.144434571,-1.214109627,-1.306882216,0.062772098,0.826343337,0.730214486,0.836147259,0.83422569,0.834065626,0.730214486,-4.605170186,4.605170186,1.609437912,6.214608098,0,2,5,0,500,0,0,5,1,-0.372692823,-0.062305756,0,0,0,0,0,0.149113446,0.013709043,-0.071405783,0.075781243,0,0,0,0,0
885,0.947877407,0.633587786,0.5,0.366412214,0.133587786,0.022900763,43.66666667,11.079967,4.716616902,-1.200140119,5.023268641,0.985164835,0.992307692,0.992307692,0.992857143,0.967948718,0.961904762,-3.776585035,3.776585035,1.098612289,4.875197323,0,2,3,0,131,0,0,3,0.666666667,2.853423119,1.36583221,0,0,0,0,0,2.719421387,1.536906158,-1.46E-08,1.138129429,0,0,0,0,0
886,0.999988458,0.502,0.5,0.498,0.002,0.014,71.42857143,4.576709646,0.458179192,-1.207747867,1.840806147,0.600087235,0.538043217,0.592253701,0.55392557,0.565765506,0.49007603,-4.268697949,4.268697949,1.945910149,6.214608098,0,2,7,0,500,0,0,7,0.857142857,-0.558037996,0.739013076,0,0,0,0,0,0.823362589,-0.117911869,-0.835435748,0.588592907,0,0,0,0,0
887,0.998254569,0.524590164,0.5,0.475409836,0.024590164,0.032786885,30.5,0.019067955,0.019067955,0.019067955,0,0.592380952,0.522380952,0.459047619,0.67952381,0.635238095,0.638571429,-3.417726684,3.417726684,0.693147181,4.110873864,1,2,2,0,61,0,0,1,0.666666667,0.064652358,0.041642632,0,0,0,1,1,0.051698801,0.051698801,0.051698801,0,2,2,2,0,2
888,0.999584464,0.512,0.5,0.488,0.012,0.1,10,-0.998796463,-1.188687783,-1.317032294,0.065475338,0.615834334,0.713627851,0.749359744,0.822340936,0.816140056,0.533973589,-2.302585093,2.302585093,3.912023005,6.214608098,0,2,50,0,500,0,0,50,0.92,-0.095356464,0.064646266,0,0,0,0,0,0.119105585,0.007959001,-0.145698443,0.063399182,0,0,0,0,0
889,1,0.5,0.5,0.5,0,0.25,4,-0.844320756,-1.154212733,-1.297980953,0.097642367,0.66,0.54,0.67,0.75,0.73,0.63,-1.386294361,1.386294361,3.218875825,4.605170186,0,2,25,0,100,0,0,25,0.88,-0.088064432,0.098953843,0,0,0,0,0,0.240256444,-0.016592353,-0.321264505,0.123691211,0,0,0,0,0
890,0.876716289,0.703703704,0.5,0.296296296,0.203703704,0.064814815,15.42857143,8.233816997,2.394897718,-1.027355136,3.154666276,0.481515152,0.769848485,0.87530303,0.681818182,0.607878788,0.704242424,-2.736221078,2.736221078,1.945910149,4.682131227,1,2,7,0,108,0,0,6,0.625,2.522451628,-1.369885398,0,0,0,0.166666667,6,2.200986409,1.211889924,-0.045262445,0.727889419,2,2,2,0,2
891,0.962900415,0.612903226,0.5,0.387096774,0.112903226,0.064516129,15.5,1.172758839,-0.080939801,-1.184472866,1.078810647,0.781666667,0.848888889,0.813888889,0.822777778,0.474444444,0.618055556,-2.740840024,2.740840024,1.791759469,4.532599493,2,2,6,0,93,0,0,4,0.545454545,-0.401020545,0.584534268,0,0,0,0.5,2,0.998938517,0.441179612,-0.191435507,0.429692286,5,3.5,2,1.5,7
892,0.998845536,0.52,0.5,0.48,0.02,0.12,8.333333333,5.740390089,0.938548084,-1.407117009,2.419957765,0.851666667,0.921666667,0.905,0.938333333,0.938333333,0.443333333,-2.120263536,2.120263536,1.791759469,3.912023005,0,2,6,0,50,0,0,6,0.666666667,-1.26455009,-0.169348478,0,0,0,0,0,1.713678241,0.055841892,-1.10702908,0.900974691,0,0,0,0,0
893,0.993357028,0.547945205,0.5,0.452054795,0.047945205,0.068493151,14.6,2.254731001,0.171229455,-0.675301868,1.061672672,0.571428571,0.673214286,0.680357143,0.5625,0.533928571,0.496428571,-2.681021529,2.681021529,1.609437912,4.290459441,0,2,5,0,73,0,0,5,0.8,-0.897869349,-0.090173014,0,0,0,0,0,1.441272616,0.462022727,0.022297833,0.518241684,0,0,0,0,0
894,1,0.5,0.5,0.5,0,0.075757576,13.2,20.86129764,8.55786067,3.015004628,6.444877883,0.966666667,0.925,0.941666667,0.954166667,0.920833333,0.895833333,-2.58021683,2.58021683,1.609437912,4.189654742,0,2,5,0,66,0,0,5,0.8,1.65134716,0.88845104,0,0,0,0,0,2.36406517,-0.733354378,-3.922299862,2.44785355,0,0,0,0,0
895,0.968803551,0.603603604,0.5,0.396396396,0.103603604,0.009009009,111,-1.192030311,-1.437210023,-1.682389736,0.245179713,0.807255788,0.8734425,0.784453228,0.905495953,0.891624318,0.571183889,-4.709530201,4.709530201,0.693147181,5.402677382,0,2,2,0,222,0,0,2,1,-0.77930069,0.163640484,0,0,0,0,0,-0.06145937,-0.327994708,-0.594530046,0.266535338,0,0,0,0,0
896,0.989587521,0.56,0.5,0.44,0.06,0.05,20,2.573657122,-0.957020754,-1.307193398,0.789684508,0.608,0.714,0.826,0.628,0.66,0.612,-2.995732274,2.995732274,3.218875825,6.214608098,0,2,25,0,500,0,0,25,0.84,0.114080667,-0.684263706,0,0,0,0,0,1.558878303,0.097616612,-0.17803894,0.342539006,0,0,0,0,0
900,0.97779457,0.5875,0.5,0.4125,0.0875,0.015,66.66666667,44.057104,21.21808797,2.989783047,14.77321399,0.545340838,0.582676673,0.506629143,0.582676673,0.577298311,0.559849906,-4.199705078,4.199705078,1.791759469,5.991464547,0,2,6,0,400,0,0,6,1,3.386882305,-1.046467781,0,0,0,0,0,5.396282196,3.602232675,1.733106494,1.338693337,0,0,0,0,0
901,0.99999679,0.501054749,0.5,0.498945251,0.001054749,0.00024529,4076.8,-1.187351868,-1.196575341,-1.203190327,0.004277327,0.825132283,0.701775767,0.874558118,0.835237982,0.865261459,0.503360771,-8.313067646,8.313067646,2.302585093,10.61565274,0,2,10,0,40768,0,0,10,1,-0.517806292,0.009560612,0,0,0,0,0,0.015134627,0.001546198,-0.004213457,0.005897543,0,0,0,0,0
902,0.997294382,0.530612245,0.5,0.469387755,0.030612245,0.040816327,24.5,-0.232962487,-0.308947948,-0.384933409,0.075985461,0.537728938,0.680805861,0.590989011,0.615641026,0.568498168,0.497179487,-3.198673118,3.198673118,1.791759469,4.990432587,4,2,6,0,147,0,0,2,0.6,-0.773035846,0.450824428,0,0,0,2,0.5,-0.470086208,-0.65266112,-0.835236033,0.182574913,2,2,2,0,8
903,0.98851739,0.563,0.5,0.437,0.063,0.025,40,-0.081706504,-1.13226976,-1.256068349,0.234830558,0.62689659,0.773715472,0.844020102,0.680780778,0.783756676,0.54910331,-3.688879454,3.688879454,3.218875825,6.907755279,0,2,25,0,1000,0,0,25,0.88,-0.7922194,-0.205035612,0,0,0,0,0,0.685489953,0.02393237,-0.091733411,0.143754925,0,0,0,0,0
904,0.999711442,0.51,0.5,0.49,0.01,0.05,20,-1.108665598,-1.196689579,-1.274926835,0.039462979,0.629,0.665,0.779,0.816,0.852,0.498,-2.995732274,2.995732274,3.912023005,6.907755279,0,2,50,0,1000,0,0,50,0.94,-0.161951303,-0.069904871,0,0,0,0,0,0.084080681,-0.00963893,-0.10715919,0.046981123,0,0,0,0,0
905,0.89049164,0.692307692,0.5,0.307692308,0.192307692,0.051282051,19.5,30.72450638,21.81373071,12.90295503,8.910775673,0.773333333,0.801666667,0.658333333,0.72,0.826666667,0.821666667,-2.970414466,2.970414466,0.693147181,3.663561646,0,2,2,0,39,0,0,2,1,17.72781181,4.132945061,0,0,0,0,0,5.597676754,4.604513526,3.611350298,0.993163228,0,0,0,0,0
906,0.999116169,0.5175,0.5,0.4825,0.0175,0.0175,57.14285714,7.960343361,1.183993093,-0.43738164,2.784774141,0.502681363,0.501863665,0.477235772,0.49286429,0.495239212,0.489940588,-4.045554398,4.045554398,1.945910149,5.991464547,0,2,7,0,400,0,0,7,1,0.691753387,0.401983291,0,0,0,0,0,0.294978529,-0.103150196,-1.448409677,0.563459917,0,0,0,0,0
907,0.99935069,0.515,0.5,0.485,0.015,0.0175,57.14285714,16.21229667,3.340049165,-0.357431097,5.586414358,0.46623671,0.467478111,0.515884928,0.475362727,0.50043621,0.515006254,-4.045554398,4.045554398,1.945910149,5.991464547,0,2,7,0,400,0,0,7,1,0.667652369,0.008179107,0,0,0,0,0,2.657628059,1.001213895,0.117598563,0.800239656,0,0,0,0,0
908,0.998845536,0.52,0.5,0.48,0.02,0.0175,57.14285714,1.542376041,0.279143452,-0.349028981,0.5591421,0.48441995,0.490057849,0.492747029,0.512628205,0.512509381,0.499878049,-4.045554398,4.045554398,1.945910149,5.991464547,0,2,7,0,400,0,0,7,1,-0.185542822,-0.049336564,0,0,0,0,0,0.126635373,-0.039478619,-0.503005683,0.203750032,0,0,0,0,0
909,0.999837691,0.5075,0.5,0.4925,0.0075,0.0175,57.14285714,12.64774132,4.49451663,0.470282078,4.620489405,0.523194184,0.514626329,0.54007192,0.48510788,0.482614134,0.514626329,-4.045554398,4.045554398,1.945910149,5.991464547,0,2,7,0,400,0,0,7,1,1.259345531,0.449893922,0,0,0,0,0,2.670675278,1.313914474,0.485492796,0.826901391,0,0,0,0,0
910,0.988148956,0.564,0.5,0.436,0.064,0.01,100,-0.74223706,-1.150705585,-1.276708722,0.142523983,0.727118012,0.733908891,0.856989199,0.684994999,0.699015602,0.564005201,-4.605170186,4.605170186,2.302585093,6.907755279,0,2,10,0,1000,0,0,10,0.9,-0.793096781,-0.036280535,0,0,0,0,0,0.035307083,-0.021194028,-0.069307126,0.034852707,0,0,0,0,0
